node,pos_x,pos_y,path_order,connection,connection_type,track_info,node_type,cluster
Drop The Pressure ,0.406967,0.433881,2,Valentino Khan - Drop The Pressure ,played,Valentino Khan: Project Bassline - Drop The Pressure (Jack Beats Rinsed Out Rave Mix),track_basic,-1
Valentino Khan,0.464455,0.393263,1,Valentino Khan - You Know You Like It ,played,Valentino Khan: AlunaGeorge - You Know You Like It (Aazar Jersey Remix),set_artist,1
You Know You Like It ,0.406099,0.421685,2,Valentino Khan - You Know You Like It ,played,Valentino Khan: AlunaGeorge - You Know You Like It (Aazar Jersey Remix),track_basic,-1
Valentino Khan,0.464455,0.393263,1,Valentino Khan - Wanted,played,Valentino Khan: MERCER & SayMyName - Wanted,set_artist,1
Wanted,0.55298,0.386892,2,Valentino Khan - Wanted,played,Valentino Khan: MERCER & SayMyName - Wanted,track_basic,-1
Valentino Khan,0.464455,0.393263,1,Valentino Khan - Trompa,played,Valentino Khan: TIGHTTRAXX & ETC!ETC! - Trompa,set_artist,1
Trompa,0.392225,0.453126,2,Valentino Khan - Trompa,played,Valentino Khan: TIGHTTRAXX & ETC!ETC! - Trompa,track_basic,-1
Valentino Khan,0.464455,0.393263,1,Valentino Khan - BTFWD ,played,Valentino Khan: Carnage feat. Junkie Kid - BTFWD (Terror Bass Hard Trap Remix),set_artist,1
BTFWD ,0.516819,0.379933,2,Valentino Khan - BTFWD ,played,Valentino Khan: Carnage feat. Junkie Kid - BTFWD (Terror Bass Hard Trap Remix),track_basic,-1
Valentino Khan,0.464455,0.393263,1,Valentino Khan - Run Away ,played,Valentino Khan: Yellow Claw - Run Away (Valentino Khan Remix),set_artist,1
Run Away ,0.519364,0.376306,2,Valentino Khan - Run Away ,played,Valentino Khan: Yellow Claw - Run Away (Valentino Khan Remix),track_basic,-1
Valentino Khan,0.464455,0.393263,1,Valentino Khan - Propaganda ,played,Valentino Khan: DJ Snake - Propaganda (GOMMI Remix),set_artist,1
Propaganda ,0.530785,0.347914,2,Valentino Khan - Propaganda ,played,Valentino Khan: DJ Snake - Propaganda (GOMMI Remix),track_basic,-1
Valentino Khan,0.464455,0.393263,1,Valentino Khan - To * vs. Slam Dunk vs. You & Me ,created & played,Valentino Khan: Jack U ft. AlunaGeorge vs. Valentino Khan & Skrillex ft. Kstylis vs. Disclosure & Flume ft. Eliza Doolittle - To * vs. Slam Dunk vs. You & Me (Jack U* Mashup),set_artist,1
To * vs. Slam Dunk vs. You & Me ,0.413855,0.372482,2,Valentino Khan - To * vs. Slam Dunk vs. You & Me ,created & played,Valentino Khan: Jack U ft. AlunaGeorge vs. Valentino Khan & Skrillex ft. Kstylis vs. Disclosure & Flume ft. Eliza Doolittle - To * vs. Slam Dunk vs. You & Me (Jack U* Mashup),track_basic,-1
Valentino Khan,0.464455,0.393263,1,Valentino Khan - Purple Lamborghini ,played,Valentino Khan: Skrillex & Rick Ross - Purple Lamborghini (Juyen Sebulba Remix),set_artist,1
Purple Lamborghini ,0.494602,0.363707,2,Valentino Khan - Purple Lamborghini ,played,Valentino Khan: Skrillex & Rick Ross - Purple Lamborghini (Juyen Sebulba Remix),track_basic,-1
Valentino Khan,0.464455,0.393263,1,Valentino Khan - Pampit,played,Valentino Khan: Donald Bucks - Pampit,set_artist,1
Pampit,0.415109,0.424752,2,Valentino Khan - Pampit,played,Valentino Khan: Donald Bucks - Pampit,track_basic,-1
Valentino Khan,0.464455,0.393263,1,Valentino Khan - FK IT,played,Valentino Khan: GTA - FK IT,set_artist,1
FK IT,0.514425,0.391869,2,Valentino Khan - FK IT,played,Valentino Khan: GTA - FK IT,track_basic,-1
Valentino Khan,0.464455,0.393263,1,Valentino Khan - BYB ,played,Valentino Khan: Flosstradamus & Ricky Remedy - BYB (Bounce & Break Your Back),set_artist,1
BYB ,0.460905,0.434671,2,Valentino Khan - BYB ,played,Valentino Khan: Flosstradamus & Ricky Remedy - BYB (Bounce & Break Your Back),track_basic,-1
Valentino Khan,0.464455,0.393263,1,Valentino Khan - Shrimp Creature,played,Valentino Khan: Borgore feat. Nick Colletti - Shrimp Creature,set_artist,1
Shrimp Creature,0.44371,0.492942,2,Valentino Khan - Shrimp Creature,played,Valentino Khan: Borgore feat. Nick Colletti - Shrimp Creature,track_basic,-1
Valentino Khan,0.464455,0.393263,1,Valentino Khan - Subs vs. Deep Down Low ,created,slander: YOOKiE vs. Valentino Khan - Subs vs. Deep Down Low (SLANDER Edit),set_artist,1
Subs vs. Deep Down Low ,0.515179,0.356608,2,Valentino Khan - Subs vs. Deep Down Low ,created,slander: YOOKiE vs. Valentino Khan - Subs vs. Deep Down Low (SLANDER Edit),track_basic,-1
Twenty One Pilots,0.437371,0.262584,1,Twenty One Pilots - Ride,created,Slushii: Twenty One Pilots - Ride,artist,-1
Ride,0.483294,0.307148,2,Twenty One Pilots - Ride,created,Slushii: Twenty One Pilots - Ride,track_basic,-1
Jovi Rockwell,0.398315,0.44818,1,Jovi Rockwell - Too Original,created,Major Lazer: Major Lazer feat. Elliphant & Jovi Rockwell - Too Original,artist,-1
Too Original,0.444055,0.408244,2,Jovi Rockwell - Too Original,created,Major Lazer: Major Lazer feat. Elliphant & Jovi Rockwell - Too Original,track_basic,-1
Yolohton,0.624492,0.365739,1,Yolohton - GTA,created & played,GTA: GTA - Yolohton,track_basic,-1
GTA,0.569111,0.356537,2,Yolohton - GTA,created & played,GTA: GTA - Yolohton,set_artist,1
Core,0.451477,0.351314,1,Core - DILLON FRANCIS,played,DILLON FRANCIS: RL Grime - Core,track_basic,-1
DILLON FRANCIS,0.455825,0.356546,2,Core - DILLON FRANCIS,played,DILLON FRANCIS: RL Grime - Core,set_artist,3
Core,0.451477,0.351314,1,Core - RL Grime,created & played,RL Grime: RL Grime - Core,track_basic,-1
RL Grime,0.459933,0.29647,2,Core - RL Grime,created & played,RL Grime: RL Grime - Core,set_artist,1
Core,0.451477,0.351314,1,Core - Flosstradamus,played,Flosstradamus: RL Grime - Core,track_basic,-1
Flosstradamus,0.487756,0.395637,2,Core - Flosstradamus,played,Flosstradamus: RL Grime - Core,set_artist,1
Labyrinth,0.387669,0.257079,1,Labyrinth - RL Grime,played,RL Grime: Revazz - Labyrinth,track_basic,-1
RL Grime,0.459933,0.29647,2,Labyrinth - RL Grime,played,RL Grime: Revazz - Labyrinth,set_artist,1
Labyrinth,0.387669,0.257079,1,Labyrinth - Revazz,created,RL Grime: Revazz - Labyrinth,track_basic,-1
Revazz,0.335118,0.228129,2,Labyrinth - Revazz,created,RL Grime: Revazz - Labyrinth,artist,-1
Henry Himself,0.689093,0.54521,1,Henry Himself - Showtime,created,Hardwell: Henry Himself - Showtime,artist,-1
Showtime,0.652149,0.498013,2,Henry Himself - Showtime,created,Hardwell: Henry Himself - Showtime,track_basic,-1
The End ,0.478008,0.335715,1,The End  - Major Lazer,played,Major Lazer: Eptic - The End (Carnage & Breaux Festival Trap Remix / Crankdat VIP),track_basic,-1
Major Lazer,0.49824,0.354746,2,The End  - Major Lazer,played,Major Lazer: Eptic - The End (Carnage & Breaux Festival Trap Remix / Crankdat VIP),set_artist,1
The End ,0.478008,0.335715,1,The End  - RL Grime,played,RL Grime: Eptic - The End (Breaux VIP),track_basic,-1
RL Grime,0.459933,0.29647,2,The End  - RL Grime,played,RL Grime: Eptic - The End (Breaux VIP),set_artist,1
The End ,0.478008,0.335715,1,The End  - Flosstradamus,played,Flosstradamus: Eptic - The End (Carnage & Breaux Festival Trap Remix),track_basic,-1
Flosstradamus,0.487756,0.395637,2,The End  - Flosstradamus,played,Flosstradamus: Eptic - The End (Carnage & Breaux Festival Trap Remix),set_artist,1
The End ,0.478008,0.335715,1,The End  - Eptic,created,RL Grime: Eptic - The End (Breaux VIP),track_basic,-1
Eptic,0.483448,0.332922,2,The End  - Eptic,created,RL Grime: Eptic - The End (Breaux VIP),artist,-1
The End ,0.478008,0.335715,1,The End  - Marshmello,played,Marshmello: Eptic - The End (Carnage & Breaux Festival Trap Remix / Crankdat VIP),track_basic,-1
Marshmello,0.502467,0.293848,2,The End  - Marshmello,played,Marshmello: Eptic - The End (Carnage & Breaux Festival Trap Remix / Crankdat VIP),set_artist,6
What Is Love 2016 ,0.313165,0.373588,1,What Is Love 2016  - Lost Frequencies,created & played,Lost Frequencies: Lost Frequencies - What Is Love 2016 (Zonderling Remix),track_basic,-1
Lost Frequencies,0.370313,0.358969,2,What Is Love 2016  - Lost Frequencies,created & played,Lost Frequencies: Lost Frequencies - What Is Love 2016 (Zonderling Remix),set_artist,5
How Do You Feel Right Now,0.514803,0.166896,1,How Do You Feel Right Now - Kinnda,created,Axwell & Ingrosso: Axwell * Ingrosso feat. Kinnda - How Do You Feel Right Now,track_basic,-1
Kinnda,0.484791,0.167013,2,How Do You Feel Right Now - Kinnda,created,Axwell & Ingrosso: Axwell * Ingrosso feat. Kinnda - How Do You Feel Right Now,artist,-1
Amy Millan,0.411094,0.0889896,1,Amy Millan - Divinity,created,Madeon: Porter Robinson feat. Amy Millan - Divinity,artist,-1
Divinity,0.440737,0.142992,2,Amy Millan - Divinity,created,Madeon: Porter Robinson feat. Amy Millan - Divinity,track_basic,-1
Amy Millan,0.411094,0.0889896,1,Amy Millan - Divinity ,created,Porter Robinson: Porter Robinson feat. Amy Millan - Divinity (Acappella),artist,-1
Divinity ,0.388643,0.0717991,2,Amy Millan - Divinity ,created,Porter Robinson: Porter Robinson feat. Amy Millan - Divinity (Acappella),track_basic,-1
The Adventure ,0.371421,0.137137,1,The Adventure  - Illenium,played,Illenium: Angels & Airwaves - The Adventure (Illenium Bootleg),track_basic,-1
Illenium,0.4234,0.223717,2,The Adventure  - Illenium,played,Illenium: Angels & Airwaves - The Adventure (Illenium Bootleg),set_artist,1
Come & Go,0.292064,0.389564,1,Come & Go - Lost Frequencies,played,Lost Frequencies: Dazzo - Come & Go,track_basic,-1
Lost Frequencies,0.370313,0.358969,2,Come & Go - Lost Frequencies,played,Lost Frequencies: Dazzo - Come & Go,set_artist,5
Paris ,0.529992,0.313243,1,Paris  - Shaun Frank,played,Shaun Frank: The Chainsmokers feat. Emily Warren - Paris (Pegboard Nerds Remix),track_basic,-1
Shaun Frank,0.484177,0.363283,2,Paris  - Shaun Frank,played,Shaun Frank: The Chainsmokers feat. Emily Warren - Paris (Pegboard Nerds Remix),set_artist,1
Paris ,0.529992,0.313243,1,Paris  - Emily Warren,created,Shaun Frank: The Chainsmokers feat. Emily Warren - Paris (Pegboard Nerds Remix),track_basic,-1
Emily Warren,0.548699,0.257681,2,Paris  - Emily Warren,created,Shaun Frank: The Chainsmokers feat. Emily Warren - Paris (Pegboard Nerds Remix),artist,-1
Heavy ,0.68412,0.36667,1,Heavy  - Linkin Park,created,Afrojack: Linkin Park feat. Kiiara - Heavy (Afrojack Remix),track_basic,-1
Linkin Park,0.7314,0.408131,2,Heavy  - Linkin Park,created,Afrojack: Linkin Park feat. Kiiara - Heavy (Afrojack Remix),artist,-1
Heavy ,0.68412,0.36667,1,Heavy  - Afrojack,played,Afrojack: Linkin Park feat. Kiiara - Heavy (Afrojack Remix),track_basic,-1
Afrojack,0.58438,0.33521,2,Heavy  - Afrojack,played,Afrojack: Linkin Park feat. Kiiara - Heavy (Afrojack Remix),set_artist,1
Humble,0.512104,0.311678,1,Humble - RL Grime,played,RL Grime: Kendrick Lamar - Humble,track_basic,-1
RL Grime,0.459933,0.29647,2,Humble - RL Grime,played,RL Grime: Kendrick Lamar - Humble,set_artist,1
Humble,0.512104,0.311678,1,Humble - Afrojack,played,Afrojack: Kendrick Lamar - Humble,track_basic,-1
Afrojack,0.58438,0.33521,2,Humble - Afrojack,played,Afrojack: Kendrick Lamar - Humble,set_artist,1
Humble,0.512104,0.311678,1,Humble - Flosstradamus,played,Flosstradamus: Kendrick Lamar - Humble,track_basic,-1
Flosstradamus,0.487756,0.395637,2,Humble - Flosstradamus,played,Flosstradamus: Kendrick Lamar - Humble,set_artist,1
Humble,0.512104,0.311678,1,Humble - Marshmello,played,Marshmello: Kendrick Lamar - Humble,track_basic,-1
Marshmello,0.502467,0.293848,2,Humble - Marshmello,played,Marshmello: Kendrick Lamar - Humble,set_artist,6
Humble,0.512104,0.311678,1,Humble - DILLON FRANCIS,played,DILLON FRANCIS: Kendrick Lamar - Humble,track_basic,-1
DILLON FRANCIS,0.455825,0.356546,2,Humble - DILLON FRANCIS,played,DILLON FRANCIS: Kendrick Lamar - Humble,set_artist,3
Calabria 2015,0.446193,0.467149,1,Calabria 2015 - Flosstradamus,played,Flosstradamus: Fosho - Calabria 2015,track_basic,-1
Flosstradamus,0.487756,0.395637,2,Calabria 2015 - Flosstradamus,played,Flosstradamus: Fosho - Calabria 2015,set_artist,1
Calabria 2015,0.446193,0.467149,1,Calabria 2015 - Fosho,created,Flosstradamus: Fosho - Calabria 2015,track_basic,-1
Fosho,0.416334,0.518839,2,Calabria 2015 - Fosho,created,Flosstradamus: Fosho - Calabria 2015,artist,-1
Matthew Steeper,0.155705,0.351101,1,Matthew Steeper - You're The One,created,Seven Lions: Vorwerk & Mazare feat. Matthew Steeper - You're The One,artist,-1
You're The One,0.212259,0.345358,2,Matthew Steeper - You're The One,created,Seven Lions: Vorwerk & Mazare feat. Matthew Steeper - You're The One,track_basic,-1
Sebastian Ingrosso,0.568027,0.291145,1,Sebastian Ingrosso - Another You vs. Dark River ,created,Armin van Buren: Armin van Buuren & Mark Sixma ft. Mr. Probz vs. Sebastian Ingrosso - Another You vs. Dark River (Armin van Buuren Mashup),artist,-1
Another You vs. Dark River ,0.661474,0.413728,2,Sebastian Ingrosso - Another You vs. Dark River ,created,Armin van Buren: Armin van Buuren & Mark Sixma ft. Mr. Probz vs. Sebastian Ingrosso - Another You vs. Dark River (Armin van Buuren Mashup),track_basic,-1
Sebastian Ingrosso,0.568027,0.291145,1,Sebastian Ingrosso - Reload ,created,DILLON FRANCIS: Sebastian Ingrosso & Tommy Trash feat. John Martin - Reload (Tre Sera Remix),artist,-1
Reload ,0.485647,0.253613,2,Sebastian Ingrosso - Reload ,created,DILLON FRANCIS: Sebastian Ingrosso & Tommy Trash feat. John Martin - Reload (Tre Sera Remix),track_basic,-1
Sebastian Ingrosso,0.568027,0.291145,1,Sebastian Ingrosso - Reload vs. Starboy ,created,Axwell & Ingrosso: Sebastian Ingrosso & Tommy Trash ft. John Martin vs. The Weeknd ft. Daft Punk - Reload vs. Starboy (Axwell * Ingrosso Mashup),artist,-1
Reload vs. Starboy ,0.512056,0.218685,2,Sebastian Ingrosso - Reload vs. Starboy ,created,Axwell & Ingrosso: Sebastian Ingrosso & Tommy Trash ft. John Martin vs. The Weeknd ft. Daft Punk - Reload vs. Starboy (Axwell * Ingrosso Mashup),track_basic,-1
Sebastian Ingrosso,0.568027,0.291145,1,Sebastian Ingrosso - Laktos vs. Calling vs. You Got The Love vs. I Wanna Dance With Somebody vs. Sweet Child O' Mine ,created,Axwell & Ingrosso: Sebastian Ingrosso vs. Alesso vs. The Source & Candi Staton vs. Whitney Houston vs. Guns N' Roses - Laktos vs. Calling vs. You Got The Love vs. I Wanna Dance With Somebody vs. Sweet Child O' Mine (Axwell * Ingrosso Mashup),artist,-1
Laktos vs. Calling vs. You Got The Love vs. I Wanna Dance With Somebody vs. Sweet Child O' Mine ,0.568812,0.219742,2,Sebastian Ingrosso - Laktos vs. Calling vs. You Got The Love vs. I Wanna Dance With Somebody vs. Sweet Child O' Mine ,created,Axwell & Ingrosso: Sebastian Ingrosso vs. Alesso vs. The Source & Candi Staton vs. Whitney Houston vs. Guns N' Roses - Laktos vs. Calling vs. You Got The Love vs. I Wanna Dance With Somebody vs. Sweet Child O' Mine (Axwell * Ingrosso Mashup),track_basic,-1
Sebastian Ingrosso,0.568027,0.291145,1,Sebastian Ingrosso - Do Androids Dream Part 2 vs. Calling ,created,Axwell & Ingrosso: Andrew Bayer vs. Sebastian Ingrosso & Alesso feat. Ryan Tedder vs. Martin Garrix & Third Party - Do Androids Dream Part 2 vs. Calling (Lose My Mind) vs. Lions In The Wild (Axwell * Ingrosso Mashup),artist,-1
Do Androids Dream Part 2 vs. Calling ,0.572023,0.286105,2,Sebastian Ingrosso - Do Androids Dream Part 2 vs. Calling ,created,Axwell & Ingrosso: Andrew Bayer vs. Sebastian Ingrosso & Alesso feat. Ryan Tedder vs. Martin Garrix & Third Party - Do Androids Dream Part 2 vs. Calling (Lose My Mind) vs. Lions In The Wild (Axwell * Ingrosso Mashup),track_basic,-1
Sebastian Ingrosso,0.568027,0.291145,1,Sebastian Ingrosso - Ride It,created,Axwell & Ingrosso: Sebastian Ingrosso & Salvatore Ganacci feat. Bunji Garlin - Ride It,artist,-1
Ride It,0.523224,0.254821,2,Sebastian Ingrosso - Ride It,created,Axwell & Ingrosso: Sebastian Ingrosso & Salvatore Ganacci feat. Bunji Garlin - Ride It,track_basic,-1
Sebastian Ingrosso,0.568027,0.291145,1,Sebastian Ingrosso - Taking You Back vs. Dark River vs. I Feel It Coming vs. Sweet Disposition ,created,Axwell & Ingrosso: D.O.D & Afrojack vs. Sebastian Ingrosso vs. The Weeknd feat. Daft Punk vs. The Temper Trap & Axwell & Dirty South - Taking You Back vs. Dark River vs. I Feel It Coming vs. Sweet Disposition (Axwell * Ingrosso Mashup),artist,-1
Taking You Back vs. Dark River vs. I Feel It Coming vs. Sweet Disposition ,0.565514,0.23988,2,Sebastian Ingrosso - Taking You Back vs. Dark River vs. I Feel It Coming vs. Sweet Disposition ,created,Axwell & Ingrosso: D.O.D & Afrojack vs. Sebastian Ingrosso vs. The Weeknd feat. Daft Punk vs. The Temper Trap & Axwell & Dirty South - Taking You Back vs. Dark River vs. I Feel It Coming vs. Sweet Disposition (Axwell * Ingrosso Mashup),track_basic,-1
Janieck Devy,0.419584,0.431967,1,Janieck Devy - Reality ,created,Lost Frequencies: Lost Frequencies feat. Janieck Devy - Reality (Deluxe Edit),artist,-1
Reality ,0.451847,0.41366,2,Janieck Devy - Reality ,created,Lost Frequencies: Lost Frequencies feat. Janieck Devy - Reality (Deluxe Edit),track_basic,-1
Drop The Pressure ,0.406967,0.433881,1,Drop The Pressure  - Project Bassline,created,Valentino Khan: Project Bassline - Drop The Pressure (Jack Beats Rinsed Out Rave Mix),track_basic,-1
Project Bassline,0.368839,0.443107,2,Drop The Pressure  - Project Bassline,created,Valentino Khan: Project Bassline - Drop The Pressure (Jack Beats Rinsed Out Rave Mix),artist,-1
Feel Your Love ,0.545311,0.31642,1,Feel Your Love  - Jamie Lewis,created,Snails: Flux Pavilion & NGHTMRE feat. Jamie Lewis - Feel Your Love (Axen Remix),track_basic,-1
Jamie Lewis,0.602064,0.310388,2,Feel Your Love  - Jamie Lewis,created,Snails: Flux Pavilion & NGHTMRE feat. Jamie Lewis - Feel Your Love (Axen Remix),artist,-1
Feel Your Love ,0.545311,0.31642,1,Feel Your Love  - Flux Pavilion,created,Snails: Flux Pavilion & NGHTMRE feat. Jamie Lewis - Feel Your Love (Axen Remix),track_basic,-1
Flux Pavilion,0.615571,0.321686,2,Feel Your Love  - Flux Pavilion,created,Snails: Flux Pavilion & NGHTMRE feat. Jamie Lewis - Feel Your Love (Axen Remix),artist,-1
Disclosure,0.440784,0.42017,1,Disclosure - Latch ,created,Gastly: Disclosure feat. Sam Smith - Latch (Acappella),artist,-1
Latch ,0.518751,0.455611,2,Disclosure - Latch ,created,Gastly: Disclosure feat. Sam Smith - Latch (Acappella),track_basic,-1
Disclosure,0.440784,0.42017,1,Disclosure - To * vs. Slam Dunk vs. You & Me ,created,Valentino Khan: Jack U ft. AlunaGeorge vs. Valentino Khan & Skrillex ft. Kstylis vs. Disclosure & Flume ft. Eliza Doolittle - To * vs. Slam Dunk vs. You & Me (Jack U* Mashup),artist,-1
To * vs. Slam Dunk vs. You & Me ,0.413855,0.372482,2,Disclosure - To * vs. Slam Dunk vs. You & Me ,created,Valentino Khan: Jack U ft. AlunaGeorge vs. Valentino Khan & Skrillex ft. Kstylis vs. Disclosure & Flume ft. Eliza Doolittle - To * vs. Slam Dunk vs. You & Me (Jack U* Mashup),track_basic,-1
I <3 U SO,0.345779,0.310663,1,I <3 U SO - Martin Solveig,played,Martin Solveig: Cassius - I <3 U SO,track_basic,-1
Martin Solveig,0.428607,0.314786,2,I <3 U SO - Martin Solveig,played,Martin Solveig: Cassius - I <3 U SO,set_artist,1
Balada ,0.547705,0.133454,1,Balada  - Federico Scavo,created,Axwell & Ingrosso: Federico Scavo - Balada (Nicola Fasano & Miami Rockets Remix),track_basic,-1
Federico Scavo,0.567549,0.0786855,2,Balada  - Federico Scavo,created,Axwell & Ingrosso: Federico Scavo - Balada (Nicola Fasano & Miami Rockets Remix),artist,-1
Sweet Child O' Mine vs. Runaway ,0.544052,0.287202,1,Sweet Child O' Mine vs. Runaway  - Guns N' Roses,created,Marshmello: Guns N' Roses vs. Galantis vs. Dimitri Vegas & Like Mike & MOGUAI - Sweet Child O' Mine vs. Runaway (U & I) vs. Mammoth (1835er Mashup),track_basic,-1
Guns N' Roses,0.578505,0.236412,2,Sweet Child O' Mine vs. Runaway  - Guns N' Roses,created,Marshmello: Guns N' Roses vs. Galantis vs. Dimitri Vegas & Like Mike & MOGUAI - Sweet Child O' Mine vs. Runaway (U & I) vs. Mammoth (1835er Mashup),artist,-1
Sweet Child O' Mine vs. Runaway ,0.544052,0.287202,1,Sweet Child O' Mine vs. Runaway  - Marshmello,played,Marshmello: Guns N' Roses vs. Galantis vs. Dimitri Vegas & Like Mike & MOGUAI - Sweet Child O' Mine vs. Runaway (U & I) vs. Mammoth (1835er Mashup),track_basic,-1
Marshmello,0.502467,0.293848,2,Sweet Child O' Mine vs. Runaway  - Marshmello,played,Marshmello: Guns N' Roses vs. Galantis vs. Dimitri Vegas & Like Mike & MOGUAI - Sweet Child O' Mine vs. Runaway (U & I) vs. Mammoth (1835er Mashup),set_artist,6
Turn Day Turn Night,0.612837,0.294543,1,Turn Day Turn Night - The Galaxy,created,Yellow Claw: The Galaxy - Turn Day Turn Night,track_basic,-1
The Galaxy,0.602926,0.268433,2,Turn Day Turn Night - The Galaxy,created,Yellow Claw: The Galaxy - Turn Day Turn Night,artist,-1
Turn Day Turn Night,0.612837,0.294543,1,Turn Day Turn Night - Yellow Claw,played,Yellow Claw: The Galaxy - Turn Day Turn Night,track_basic,-1
Yellow Claw,0.57106,0.338601,2,Turn Day Turn Night - Yellow Claw,played,Yellow Claw: The Galaxy - Turn Day Turn Night,set_artist,9
Power Stomp ,0.24702,0.345657,1,Power Stomp  - Pane Mua,created,Seven Lions: Pane Mua - Power Stomp (Spag Heddy Remix),track_basic,-1
Pane Mua,0.192917,0.347583,2,Power Stomp  - Pane Mua,created,Seven Lions: Pane Mua - Power Stomp (Spag Heddy Remix),artist,-1
Medasin,0.47223,0.575708,1,Medasin - The Zoo,created,JOYRDE: Medasin & X&G feat. Josh Pan - The Zoo,artist,-1
The Zoo,0.482558,0.51635,2,Medasin - The Zoo,created,JOYRDE: Medasin & X&G feat. Josh Pan - The Zoo,track_basic,-1
Ina,0.416571,0.0341246,1,Ina - XOXO,created,Laidback Luke: Laidback Luke & Ralvero feat. Ina - XOXO,artist,-1
XOXO,0.433488,0.0901702,2,Ina - XOXO,created,Laidback Luke: Laidback Luke & Ralvero feat. Ina - XOXO,track_basic,-1
If It Ain't Dutch vs. Faded ,0.642035,0.445923,1,If It Ain't Dutch vs. Faded  - Iselin Solheim,created,W&W: Armin van Buuren & W&W vs. Alan Walker & Iselin Solheim & Dash Berlin - If It Ain't Dutch vs. Faded (Armin van Buuren Mashup),track_basic,-1
Iselin Solheim,0.579247,0.42292,2,If It Ain't Dutch vs. Faded  - Iselin Solheim,created,W&W: Armin van Buuren & W&W vs. Alan Walker & Iselin Solheim & Dash Berlin - If It Ain't Dutch vs. Faded (Armin van Buuren Mashup),artist,-1
Another Life,0.670414,0.346903,1,Another Life - Afrojack,created & played,Afrojack: Afrojack & David Guetta feat. Ester Dean - Another Life,track_basic,-1
Afrojack,0.58438,0.33521,2,Another Life - Afrojack,created & played,Afrojack: Afrojack & David Guetta feat. Ester Dean - Another Life,set_artist,1
Said The Sky,0.335853,0.375758,1,Said The Sky - Rush Over Me,created,Seven Lions: Seven Lions & Illenium & Said The Sky feat. HALIENE - Rush Over Me,artist,-1
Rush Over Me,0.395516,0.364979,2,Said The Sky - Rush Over Me,created,Seven Lions: Seven Lions & Illenium & Said The Sky feat. HALIENE - Rush Over Me,track_basic,-1
Feel Good ,0.509069,0.196248,1,Feel Good  - Gryffin,created & played,Gryffin: Gryffin & Illenium feat. Daya - Feel Good (Crankdat Remix),track_basic,-1
Gryffin,0.593196,0.194038,2,Feel Good  - Gryffin,created & played,Gryffin: Gryffin & Illenium feat. Daya - Feel Good (Crankdat Remix),set_artist,1
Feel Good ,0.509069,0.196248,1,Feel Good  - Illenium,created,Gryffin: Gryffin & Illenium feat. Daya - Feel Good (Crankdat Remix),track_basic,-1
Illenium,0.4234,0.223717,2,Feel Good  - Illenium,created,Gryffin: Gryffin & Illenium feat. Daya - Feel Good (Crankdat Remix),set_artist,1
SpydaT.E.K.,0.321621,0.27724,1,SpydaT.E.K. - Duro Bass,created,Boombox Cartel: SpydaT.E.K. & White Gangster feat. Ma-Less & DJ Blass - Duro Bass,artist,-1
Duro Bass,0.379581,0.288855,2,SpydaT.E.K. - Duro Bass,created,Boombox Cartel: SpydaT.E.K. & White Gangster feat. Ma-Less & DJ Blass - Duro Bass,track_basic,-1
Gucci Mane,0.55019,0.295651,1,Gucci Mane - Both ,created,slander: Gucci Mane feat. Drake - Both (Dark Heart Bootleg),artist,-1
Both ,0.522365,0.329391,2,Gucci Mane - Both ,created,slander: Gucci Mane feat. Drake - Both (Dark Heart Bootleg),track_basic,-1
Take Over Control,0.665778,0.309598,1,Take Over Control - Afrojack,created & played,Afrojack: Afrojack feat. Eva Simons - Take Over Control,track_basic,-1
Afrojack,0.58438,0.33521,2,Take Over Control - Afrojack,created & played,Afrojack: Afrojack feat. Eva Simons - Take Over Control,set_artist,1
Black Eyed Peas,0.641297,0.472793,1,Black Eyed Peas - The Time ,created,Zedd: Black Eyed Peas - The Time (Dirty Bit) (Zedd Remix),artist,-1
The Time ,0.628533,0.41761,2,Black Eyed Peas - The Time ,created,Zedd: Black Eyed Peas - The Time (Dirty Bit) (Zedd Remix),track_basic,-1
Black Eyed Peas,0.641297,0.472793,1,Black Eyed Peas - I Gotta Feeling ,created,Oliver Heldens: Black Eyed Peas - I Gotta Feeling (Acappella),artist,-1
I Gotta Feeling ,0.663544,0.448045,2,Black Eyed Peas - I Gotta Feeling ,created,Oliver Heldens: Black Eyed Peas - I Gotta Feeling (Acappella),track_basic,-1
Black Eyed Peas,0.641297,0.472793,1,Black Eyed Peas - Pump It ,created,Tiesto: Black Eyed Peas - Pump It (SWACQ Remix),artist,-1
Pump It ,0.598313,0.501179,2,Black Eyed Peas - Pump It ,created,Tiesto: Black Eyed Peas - Pump It (SWACQ Remix),track_basic,-1
Noisecontrollers,0.871859,0.423243,1,Noisecontrollers - Still Speedin' ,played,Noisecontrollers: Sway feat. Kano - Still Speedin' (Kill The Noise Remix / Noisecontrollers Edit),set_artist,1
Still Speedin' ,0.952966,0.430318,2,Noisecontrollers - Still Speedin' ,played,Noisecontrollers: Sway feat. Kano - Still Speedin' (Kill The Noise Remix / Noisecontrollers Edit),track_basic,-1
Noisecontrollers,0.871859,0.423243,1,Noisecontrollers - Wild Ones ,played,Noisecontrollers: Flo Rida feat. Sia - Wild Ones (Acappella),set_artist,1
Wild Ones ,0.774122,0.403758,2,Noisecontrollers - Wild Ones ,played,Noisecontrollers: Flo Rida feat. Sia - Wild Ones (Acappella),track_basic,-1
